player_name,college,draft_year,draft_round,draft_number,POSTSEASON,ranked_college,CONF
Isaiah Canaan,Murray State,2013,2,34,Unranked,False,OVC
Gorgui Dieng,Louisville,2013,1,21,Champions,True,BE
Glen Rice,Georgia Tech,2013,2,35,Unranked,False,ACC
Erik Murphy,Florida,2013,2,49,E8,True,SEC
Jamaal Franklin,San Diego State,2013,2,41,R32,True,MWC
Jeff Withey,Kansas,2013,2,39,S16,True,B12
CJ McCollum,Lehigh,2013,1,10,Unranked,False,Unranked / Non-NCAA
Carrick Felix,Arizona State,2013,2,33,Unranked,False,P12
Andre Roberson,Colorado,2013,1,26,R64,True,P12
Anthony Bennett,Nevada-Las Vegas,2013,1,1,Unranked,False,Unranked / Non-NCAA
Archie Goodwin,Kentucky,2013,1,29,Unranked,False,SEC
Ben McLemore,Kansas,2013,1,7,S16,True,B12
Cody Zeller,Indiana,2013,1,4,S16,True,B10
Ryan Kelly,Duke,2013,2,48,E8,True,ACC
Shabazz Muhammad,UCLA,2013,1,14,R64,True,P12
Shane Larkin,Miami (FL),2013,1,18,S16,True,ACC
Solomon Hill,Arizona,2013,1,23,S16,True,P12
Ray McCallum,Detroit Mercy,2013,2,36,Unranked,False,Unranked / Non-NCAA
Reggie Bullock,North Carolina,2013,1,25,R32,True,ACC
Ricky Ledo,Providence,2013,2,43,Unranked,False,BE
Victor Oladipo,Indiana,2013,1,2,S16,True,B10
Trey Burke,Michigan,2013,1,9,2ND,True,B10
Steven Adams,Pittsburgh,2013,1,12,R64,True,ACC
Tim Hardaway Jr.,Michigan,2013,1,24,2ND,True,B10
Tony Mitchell,North Texas,2013,2,37,Unranked,False,CUSA
Tony Snell,New Mexico,2013,1,20,R64,True,MWC
Peyton Siva,Louisville,2013,2,56,Champions,True,BE
Lorenzo Brown,North Carolina State,2013,2,52,R64,True,ACC
Kelly Olynyk,Gonzaga,2013,1,13,R32,True,WCC
Kentavious Caldwell-Pope,Georgia,2013,1,8,Unranked,False,SEC
Otto Porter Jr.,Georgetown,2013,1,3,R64,True,BE
Nate Wolters,South Dakota State,2013,2,38,R64,True,Sum
Mason Plumlee,Duke,2013,1,22,E8,True,ACC
Michael Carter-Williams,Syracuse,2013,1,11,F4,True,ACC
Mike Muscala,Bucknell,2013,2,44,R64,True,Pat
Alex Len,Maryland,2013,1,5,Unranked,False,B10
Allen Crabbe,California,2013,2,31,R32,True,P12
PJ Hairston,North Carolina,2014,1,26,R32,True,ACC
Otto Porter Jr.,Georgetown,2013,1,3,R64,True,BE
Noah Vonleh,Indiana,2014,1,9,Unranked,False,B10
Ryan Kelly,Duke,2013,2,48,E8,True,ACC
Russ Smith,Louisville,2014,2,47,S16,True,BE
Rodney Hood,Duke,2014,1,23,R64,True,ACC
Ricky Ledo,Providence,2013,2,43,Unranked,False,BE
Nik Stauskas,Michigan,2014,1,8,E8,True,B10
Reggie Bullock,North Carolina,2013,1,25,R32,True,ACC
Ray McCallum,Detroit Mercy,2013,2,36,Unranked,False,Unranked / Non-NCAA
Nick Johnson,Arizona,2014,2,42,E8,True,P12
Markel Brown,Oklahoma State,2014,2,44,R64,True,B12
Marcus Smart,Oklahoma State,2014,1,6,R64,True,B12
Lorenzo Brown,North Carolina State,2013,2,52,R64,True,ACC
Nerlens Noel,Kentucky,2013,1,6,Unranked,False,SEC
Nate Wolters,South Dakota State,2013,2,38,R64,True,Sum
Mitch McGary,Michigan,2014,1,21,E8,True,B10
Mike Muscala,Bucknell,2013,2,44,R64,True,Pat
Michael Carter-Williams,Syracuse,2013,1,11,F4,True,ACC
Mason Plumlee,Duke,2013,1,22,E8,True,ACC
Ben McLemore,Kansas,2013,1,7,S16,True,B12
Tony Snell,New Mexico,2013,1,20,R64,True,MWC
Trey Burke,Michigan,2013,1,9,2ND,True,B10
Tyler Ennis,Syracuse,2014,1,18,R32,True,ACC
Andre Roberson,Colorado,2013,1,26,R64,True,P12
Andrew Wiggins,Kansas,2014,1,1,R32,True,B12
Anthony Bennett,Nevada-Las Vegas,2013,1,1,Unranked,False,Unranked / Non-NCAA
Archie Goodwin,Kentucky,2013,1,29,Unranked,False,SEC
Allen Crabbe,California,2013,2,31,R32,True,P12
TJ Warren,North Carolina State,2014,1,14,R64,True,ACC
Steven Adams,Pittsburgh,2013,1,12,R64,True,ACC
Spencer Dinwiddie,Colorado,2014,2,38,R64,True,P12
Solomon Hill,Arizona,2013,1,23,S16,True,P12
Shane Larkin,Miami (FL),2013,1,18,S16,True,ACC
Shabazz Napier,Connecticut,2014,1,24,Champions,True,Amer
Shabazz Muhammad,UCLA,2013,1,14,R64,True,P12
Alex Len,Maryland,2013,1,5,Unranked,False,B10
Adreian Payne,Michigan State,2014,1,15,E8,True,B10
Aaron Gordon,Arizona,2014,1,4,E8,True,P12
Victor Oladipo,Indiana,2013,1,2,S16,True,B10
Zach LaVine,UCLA,2014,1,13,S16,True,P12
Dwight Powell,Stanford,2014,2,45,S16,True,P12
Elfrid Payton,Louisiana-Lafayette,2014,1,10,Unranked,False,Unranked / Non-NCAA
Doug McDermott,Creighton,2014,1,11,R32,True,BE
Devyn Marble,Iowa,2014,2,56,R68,True,B10
Gorgui Dieng,Louisville,2013,1,21,Champions,True,BE
Glenn Robinson III,Michigan,2014,2,40,E8,True,B10
Glen Rice,Georgia Tech,2013,2,35,Unranked,False,ACC
Gary Harris,Michigan State,2014,1,19,E8,True,B10
Erick Green,Virginia Tech,2013,2,46,Unranked,False,ACC
Cameron Bairstow,New Mexico,2014,2,49,R64,True,MWC
CJ Wilcox,Washington,2014,1,28,Unranked,False,P12
CJ McCollum,Lehigh,2013,1,10,Unranked,False,Unranked / Non-NCAA
Tim Hardaway Jr.,Michigan,2013,1,24,2ND,True,B10
Grant Jerrett,Arizona,2013,2,40,S16,True,P12
Cory Jefferson,Baylor,2014,2,60,S16,True,B12
Cody Zeller,Indiana,2013,1,4,S16,True,B10
Cleanthony Early,Wichita State,2014,2,34,R32,True,MVC
Julius Randle,Kentucky,2014,1,7,2ND,True,SEC
Jordan Clarkson,Missouri,2014,2,46,Unranked,False,SEC
Jordan Adams,UCLA,2014,1,22,S16,True,P12
Johnny O'Bryant III,Louisiana State,2014,2,36,Unranked,False,SEC
Joe Harris,Virginia,2014,2,33,S16,True,ACC
KJ McDaniels,Clemson,2014,2,32,Unranked,False,ACC
Kyle Anderson,UCLA,2014,1,30,S16,True,P12
Kentavious Caldwell-Pope,Georgia,2013,1,8,Unranked,False,SEC
Kelly Olynyk,Gonzaga,2013,1,13,R32,True,WCC
Jamaal Franklin,San Diego State,2013,2,41,R32,True,MWC
Jabari Parker,Duke,2014,1,2,R64,True,ACC
Isaiah Canaan,Murray State,2013,2,34,Unranked,False,OVC
James Ennis III,Long Beach State,2013,2,50,Unranked,False,BW
Jerami Grant,Syracuse,2014,2,39,R32,True,ACC
Jeff Withey,Kansas,2013,2,39,S16,True,B12
Jarnell Stokes,Tennessee,2014,2,35,S16,True,SEC
James Young,Kentucky,2014,1,17,2ND,True,SEC
Gary Harris,Michigan State,2014,1,19,E8,True,B10
Glenn Robinson III,Michigan,2014,2,40,E8,True,B10
Gorgui Dieng,Louisville,2013,1,21,Champions,True,BE
Isaiah Canaan,Murray State,2013,2,34,Unranked,False,OVC
Frank Kaminsky,Wisconsin,2015,1,9,2ND,True,B10
Doug McDermott,Creighton,2014,1,11,R32,True,BE
Dwight Powell,Stanford,2014,2,45,S16,True,P12
Elfrid Payton,Louisiana-Lafayette,2014,1,10,Unranked,False,Unranked / Non-NCAA
Erick Green,Virginia Tech,2013,2,46,Unranked,False,ACC
Jerian Grant,Notre Dame,2015,1,19,E8,True,ACC
Joe Harris,Virginia,2014,2,33,S16,True,ACC
Jerami Grant,Syracuse,2014,2,39,R32,True,ACC
Joe Young,Oregon,2015,2,43,R32,True,P12
Johnny O'Bryant III,Louisiana State,2014,2,36,Unranked,False,SEC
Jordan Adams,UCLA,2014,1,22,S16,True,P12
Jordan Clarkson,Missouri,2014,2,46,Unranked,False,SEC
Devyn Marble,Iowa,2014,2,56,R68,True,B10
Jeff Withey,Kansas,2013,2,39,S16,True,B12
Jabari Parker,Duke,2014,1,2,R64,True,ACC
Jahlil Okafor,Duke,2015,1,3,Champions,True,ACC
James Ennis III,Long Beach State,2013,2,50,Unranked,False,BW
James Young,Kentucky,2014,1,17,2ND,True,SEC
Jarell Martin,Louisiana State,2015,1,25,R64,True,SEC
Jarnell Stokes,Tennessee,2014,2,35,S16,True,SEC
Archie Goodwin,Kentucky,2013,1,29,Unranked,False,SEC
Ben McLemore,Kansas,2013,1,7,S16,True,B12
Bobby Portis,Arkansas,2015,1,22,R32,True,SEC
Branden Dawson,Michigan State,2015,2,56,F4,True,B10
Anthony Brown,Stanford,2015,2,34,Unranked,False,P12
Anthony Bennett,Nevada-Las Vegas,2013,1,1,Unranked,False,Unranked / Non-NCAA
Andrew Wiggins,Kansas,2014,1,1,R32,True,B12
Aaron Gordon,Arizona,2014,1,4,E8,True,P12
Adreian Payne,Michigan State,2014,1,15,E8,True,B10
Alex Len,Maryland,2013,1,5,Unranked,False,B10
Andre Roberson,Colorado,2013,1,26,R64,True,P12
Allen Crabbe,California,2013,2,31,R32,True,P12
D'Angelo Russell,Ohio State,2015,1,2,R32,True,B10
Darrun Hilliard,Villanova,2015,2,38,R32,True,BE
Delon Wright,Utah,2015,1,20,S16,True,P12
Devin Booker,Kentucky,2015,1,13,F4,True,SEC
Cory Jefferson,Baylor,2014,2,60,S16,True,B12
CJ McCollum,Lehigh,2013,1,10,Unranked,False,Unranked / Non-NCAA
CJ Wilcox,Washington,2014,1,28,Unranked,False,P12
Cameron Bairstow,New Mexico,2014,2,49,R64,True,MWC
Cameron Payne,Murray State,2015,1,14,Unranked,False,OVC
Chris McCullough,Syracuse,2015,1,29,Unranked,False,ACC
Cleanthony Early,Wichita State,2014,2,34,R32,True,MVC
Cody Zeller,Indiana,2013,1,4,S16,True,B10
Jordan Mickey,Louisiana State,2015,2,33,R64,True,SEC
Rodney Hood,Duke,2014,1,23,R64,True,ACC
Rondae Hollis-Jefferson,Arizona,2015,1,23,E8,True,P12
Russ Smith,Louisville,2014,2,47,S16,True,BE
Ryan Kelly,Duke,2013,2,48,E8,True,ACC
Sam Dekker,Wisconsin,2015,1,18,2ND,True,B10
Shabazz Muhammad,UCLA,2013,1,14,R64,True,P12
Shabazz Napier,Connecticut,2014,1,24,Champions,True,Amer
Shane Larkin,Miami (FL),2013,1,18,S16,True,ACC
Richaun Holmes,Bowling Green,2015,2,37,Unranked,False,Unranked / Non-NCAA
PJ Hairston,North Carolina,2014,1,26,R32,True,ACC
Pat Connaughton,Notre Dame,2015,2,41,E8,True,ACC
Rakeem Christmas,Syracuse,2015,2,36,Unranked,False,ACC
Rashad Vaughn,UNLV,2015,1,17,Unranked,False,MWC
Ray McCallum,Detroit Mercy,2013,2,36,Unranked,False,Unranked / Non-NCAA
Reggie Bullock,North Carolina,2013,1,25,R32,True,ACC
RJ Hunter,Georgia State,2015,1,28,R32,True,SB
Solomon Hill,Arizona,2013,1,23,S16,True,P12
Spencer Dinwiddie,Colorado,2014,2,38,R64,True,P12
Trey Burke,Michigan,2013,1,9,2ND,True,B10
Trey Lyles,Kentucky,2015,1,12,F4,True,SEC
Tyler Ennis,Syracuse,2014,1,18,R32,True,ACC
Victor Oladipo,Indiana,2013,1,2,S16,True,B10
Willie Cauley-Stein,Kentucky,2015,1,6,F4,True,SEC
Zach LaVine,UCLA,2014,1,13,S16,True,P12
Jordan McRae,Tennessee,2014,2,58,S16,True,SEC
Tyus Jones,Duke,2015,1,24,Champions,True,ACC
Otto Porter Jr.,Georgetown,2013,1,3,R64,True,BE
Tony Snell,New Mexico,2013,1,20,R64,True,MWC
Stanley Johnson,Arizona,2015,1,8,E8,True,P12
Steven Adams,Pittsburgh,2013,1,12,R64,True,ACC
TJ Warren,North Carolina State,2014,1,14,R64,True,ACC
Tim Hardaway Jr.,Michigan,2013,1,24,2ND,True,B10
Terry Rozier,Louisville,2015,1,16,E8,True,BE
Kyle Anderson,UCLA,2014,1,30,S16,True,P12
Lamar Patterson,Pittsburgh,2014,2,48,R32,True,ACC
Larry Nance Jr.,Wyoming,2015,1,27,R64,True,MWC
Lorenzo Brown,North Carolina State,2013,2,52,R64,True,ACC
Josh Huestis,Stanford,2014,1,29,S16,True,P12
Josh Richardson,Tennessee,2015,2,40,Unranked,False,SEC
Julius Randle,Kentucky,2014,1,7,2ND,True,SEC
Justin Anderson,Virginia,2015,1,21,R32,True,ACC
Justise Winslow,Duke,2015,1,10,Champions,True,ACC
KJ McDaniels,Clemson,2014,2,32,Unranked,False,ACC
Karl-Anthony Towns,Kentucky,2015,1,1,F4,True,SEC
Kelly Olynyk,Gonzaga,2013,1,13,R32,True,WCC
Kelly Oubre Jr.,Kansas,2015,1,15,R32,True,B12
Kentavious Caldwell-Pope,Georgia,2013,1,8,Unranked,False,SEC
Kevon Looney,UCLA,2015,1,30,S16,True,P12
Mike Muscala,Bucknell,2013,2,44,R64,True,Pat
Mitch McGary,Michigan,2014,1,21,E8,True,B10
Montrezl Harrell,Louisville,2015,2,32,E8,True,BE
Myles Turner,Texas,2015,1,11,R64,True,B12
Nerlens Noel,Kentucky,2013,1,6,Unranked,False,SEC
Nik Stauskas,Michigan,2014,1,8,E8,True,B10
Noah Vonleh,Indiana,2014,1,9,Unranked,False,B10
Norman Powell,UCLA,2015,2,46,S16,True,P12
Marcus Smart,Oklahoma State,2014,1,6,R64,True,B12
Michael Carter-Williams,Syracuse,2013,1,11,F4,True,ACC
Markel Brown,Oklahoma State,2014,2,44,R64,True,B12
Mason Plumlee,Duke,2013,1,22,E8,True,ACC
Michael Carter-Williams,Syracuse,2013,1,11,F4,True,ACC
Michael Gbinije,Syracuse,2016,2,49,F4,True,ACC
Marquese Chriss,Washington,2016,1,8,Unranked,False,P12
Marcus Smart,Oklahoma State,2014,1,6,R64,True,B12
Mason Plumlee,Duke,2013,1,22,E8,True,ACC
Mike Muscala,Bucknell,2013,2,44,R64,True,Pat
Otto Porter Jr.,Georgetown,2013,1,3,R64,True,BE
Pascal Siakam,New Mexico State,2016,1,27,Unranked,False,WAC
Norman Powell,UCLA,2015,2,46,S16,True,P12
Noah Vonleh,Indiana,2014,1,9,Unranked,False,B10
Nik Stauskas,Michigan,2014,1,8,E8,True,B10
Nerlens Noel,Kentucky,2013,1,6,Unranked,False,SEC
Myles Turner,Texas,2015,1,11,R64,True,B12
Montrezl Harrell,Louisville,2015,2,32,E8,True,BE
Malik Beasley,Florida State,2016,1,19,Unranked,False,ACC
Kevon Looney,UCLA,2015,1,30,S16,True,P12
Kentavious Caldwell-Pope,Georgia,2013,1,8,Unranked,False,SEC
Kelly Oubre Jr.,Kansas,2015,1,15,R32,True,B12
Kelly Olynyk,Gonzaga,2013,1,13,R32,True,WCC
Karl-Anthony Towns,Kentucky,2015,1,1,F4,True,SEC
Justise Winslow,Duke,2015,1,10,Champions,True,ACC
Justin Anderson,Virginia,2015,1,21,R32,True,ACC
Julius Randle,Kentucky,2014,1,7,2ND,True,SEC
Josh Richardson,Tennessee,2015,2,40,Unranked,False,SEC
Pat Connaughton,Notre Dame,2015,2,41,E8,True,ACC
Josh Huestis,Stanford,2014,1,29,S16,True,P12
KJ McDaniels,Clemson,2014,2,32,Unranked,False,ACC
Kris Dunn,Providence,2016,1,5,R32,True,BE
Malcolm Brogdon,Virginia,2016,2,36,E8,True,ACC
Malachi Richardson,Syracuse,2016,1,22,F4,True,ACC
Larry Nance Jr.,Wyoming,2015,1,27,R64,True,MWC
Lamar Patterson,Pittsburgh,2014,2,48,R32,True,ACC
Kyle Anderson,UCLA,2014,1,30,S16,True,P12
Zach LaVine,UCLA,2014,1,13,S16,True,P12
Patrick McCaw,Nevada-Las Vegas,2016,2,38,Unranked,False,Unranked / Non-NCAA
Tony Snell,New Mexico,2013,1,20,R64,True,MWC
Tim Hardaway Jr.,Michigan,2013,1,24,2ND,True,B10
Terry Rozier,Louisville,2015,1,16,E8,True,BE
Taurean Prince,Baylor,2016,1,12,R64,True,B12
TJ Warren,North Carolina State,2014,1,14,R64,True,ACC
Trey Burke,Michigan,2013,1,9,2ND,True,B10
Trey Lyles,Kentucky,2015,1,12,F4,True,SEC
Willie Cauley-Stein,Kentucky,2015,1,6,F4,True,SEC
Wade Baldwin IV,Vanderbilt,2016,1,17,R68,True,SEC
Victor Oladipo,Indiana,2013,1,2,S16,True,B10
Tyus Jones,Duke,2015,1,24,Champions,True,ACC
Tyler Ulis,Kentucky,2016,2,34,R32,True,SEC
Tyler Ennis,Syracuse,2014,1,18,R32,True,ACC
Steven Adams,Pittsburgh,2013,1,12,R64,True,ACC
Richaun Holmes,Bowling Green,2015,2,37,Unranked,False,Unranked / Non-NCAA
Reggie Bullock,North Carolina,2013,1,25,R32,True,ACC
Rashad Vaughn,UNLV,2015,1,17,Unranked,False,MWC
Rodney Hood,Duke,2014,1,23,R64,True,ACC
RJ Hunter,Georgia State,2015,1,28,R32,True,SB
Pierre Jackson,Baylor,2013,2,42,Unranked,False,B12
Rakeem Christmas,Syracuse,2015,2,36,Unranked,False,ACC
Stanley Johnson,Arizona,2015,1,8,E8,True,P12
Spencer Dinwiddie,Colorado,2014,2,38,R64,True,P12
Solomon Hill,Arizona,2013,1,23,S16,True,P12
Skal Labissiere,Kentucky,2016,1,28,R32,True,SEC
Shabazz Napier,Connecticut,2014,1,24,Champions,True,Amer
Shabazz Muhammad,UCLA,2013,1,14,R64,True,P12
Semaj Christon,Xavier,2014,2,55,R68,True,BE
Sam Dekker,Wisconsin,2015,1,18,2ND,True,B10
Ryan Kelly,Duke,2013,2,48,E8,True,ACC
Rondae Hollis-Jefferson,Arizona,2015,1,23,E8,True,P12
Stephen Zimmerman,Nevada-Las Vegas,2016,2,41,Unranked,False,Unranked / Non-NCAA
Jordan Mickey,Louisiana State,2015,2,33,R64,True,SEC
D'Angelo Russell,Ohio State,2015,1,2,R32,True,B10
Cody Zeller,Indiana,2013,1,4,S16,True,B10
Damian Jones,Vanderbilt,2016,1,30,R68,True,SEC
Chris McCullough,Syracuse,2015,1,29,Unranked,False,ACC
Chinanu Onuaku,Louisville,2016,2,37,Unranked,False,BE
Cheick Diallo,Kansas,2016,2,33,E8,True,B12
Caris LeVert,Michigan,2016,1,20,R64,True,B10
Cameron Payne,Murray State,2015,1,14,Unranked,False,OVC
CJ Wilcox,Washington,2014,1,28,Unranked,False,P12
CJ McCollum,Lehigh,2013,1,10,Unranked,False,Unranked / Non-NCAA
Denzel Valentine,Michigan State,2016,1,14,R64,True,B10
Demetrius Jackson,Notre Dame,2016,2,45,E8,True,ACC
Delon Wright,Utah,2015,1,20,S16,True,P12
Dejounte Murray,Washington,2016,1,29,Unranked,False,P12
DeAndre' Bembry,Saint Joseph's,2016,1,21,R32,True,A10
Darrun Hilliard,Villanova,2015,2,38,R32,True,BE
Buddy Hield,Oklahoma,2016,1,6,F4,True,B12
Andrew Wiggins,Kansas,2014,1,1,R32,True,B12
Andrew Harrison,Kentucky,2015,2,44,F4,True,SEC
Andre Roberson,Colorado,2013,1,26,R64,True,P12
Allen Crabbe,California,2013,2,31,R32,True,P12
Alex Len,Maryland,2013,1,5,Unranked,False,B10
Adreian Payne,Michigan State,2014,1,15,E8,True,B10
Aaron Gordon,Arizona,2014,1,4,E8,True,P12
AJ Hammons,Purdue,2016,2,46,R64,True,B10
Jordan McRae,Tennessee,2014,2,58,S16,True,SEC
Anthony Bennett,Nevada-Las Vegas,2013,1,1,Unranked,False,Unranked / Non-NCAA
Anthony Brown,Stanford,2015,2,34,Unranked,False,P12
Brice Johnson,North Carolina,2016,1,25,2ND,True,ACC
Brandon Ingram,Duke,2016,1,2,S16,True,ACC
Bobby Portis,Arkansas,2015,1,22,R32,True,SEC
Ben McLemore,Kansas,2013,1,7,S16,True,B12
Ben Bentil,Providence,2016,2,51,R32,True,BE
Archie Goodwin,Kentucky,2013,1,29,Unranked,False,SEC
Jaylen Brown,California,2016,1,3,R64,True,P12
Jarnell Stokes,Tennessee,2014,2,35,S16,True,SEC
Jarell Martin,Louisiana State,2015,1,25,R64,True,SEC
James Young,Kentucky,2014,1,17,2ND,True,SEC
James Ennis III,Long Beach State,2013,2,50,Unranked,False,BW
Jamal Murray,Kentucky,2016,1,7,R32,True,SEC
Jakob Poeltl,Utah,2016,1,9,R32,True,P12
Jake Layman,Maryland,2016,2,47,S16,True,B10
Jahlil Okafor,Duke,2015,1,3,Champions,True,ACC
Jabari Parker,Duke,2014,1,2,R64,True,ACC
Jerami Grant,Syracuse,2014,2,39,R32,True,ACC
Devin Booker,Kentucky,2015,1,13,F4,True,SEC
Jordan Clarkson,Missouri,2014,2,46,Unranked,False,SEC
Johnny O'Bryant III,Louisiana State,2014,2,36,Unranked,False,SEC
Joel Embiid,Kansas,2014,1,3,R32,True,B12
Joel Bolomboy,Weber State,2016,2,52,R64,True,BSky
Joe Young,Oregon,2015,2,43,R32,True,P12
Joe Harris,Virginia,2014,2,33,S16,True,ACC
Jerian Grant,Notre Dame,2015,1,19,E8,True,ACC
Jeff Withey,Kansas,2013,2,39,S16,True,B12
Frank Kaminsky,Wisconsin,2015,1,9,2ND,True,B10
Elfrid Payton,Louisiana-Lafayette,2014,1,10,Unranked,False,Unranked / Non-NCAA
Doug McDermott,Creighton,2014,1,11,R32,True,BE
Domantas Sabonis,Gonzaga,2016,1,11,S16,True,WCC
Diamond Stone,Maryland,2016,2,40,S16,True,B10
Deyonta Davis,Michigan State,2016,2,31,R64,True,B10
Dwight Powell,Stanford,2014,2,45,S16,True,P12
Gary Harris,Michigan State,2014,1,19,E8,True,B10
Isaiah Whitehead,Seton Hall,2016,2,42,R64,True,BE
Isaiah Canaan,Murray State,2013,2,34,Unranked,False,OVC
Henry Ellenson,Marquette,2016,1,18,Unranked,False,BE
Glenn Robinson III,Michigan,2014,2,40,E8,True,B10
Gorgui Dieng,Louisville,2013,1,21,Champions,True,BE
Georges Niang,Iowa State,2016,2,50,S16,True,B12
Marquese Chriss,Washington,2016,1,8,Unranked,False,P12
Malik Beasley,Florida State,2016,1,19,Unranked,False,ACC
Mason Plumlee,Duke,2013,1,22,E8,True,ACC
Markelle Fultz,Washington,2017,1,1,Unranked,False,P12
Markel Brown,Oklahoma State,2014,2,44,R64,True,B12
Marcus Smart,Oklahoma State,2014,1,6,R64,True,B12
Marcus Paige,North Carolina,2016,2,55,2ND,True,ACC
Malik Monk,Kentucky,2017,1,11,E8,True,SEC
Nik Stauskas,Michigan,2014,1,8,E8,True,B10
Michael Carter-Williams,Syracuse,2013,1,11,F4,True,ACC
Norman Powell,UCLA,2015,2,46,S16,True,P12
Noah Vonleh,Indiana,2014,1,9,Unranked,False,B10
Nerlens Noel,Kentucky,2013,1,6,Unranked,False,SEC
Myles Turner,Texas,2015,1,11,R64,True,B12
Montrezl Harrell,Louisville,2015,2,32,E8,True,BE
Monte Morris,Iowa State,2017,2,51,R32,True,B12
Mike Muscala,Bucknell,2013,2,44,R64,True,Pat
Nate Wolters,South Dakota State,2013,2,38,R64,True,Sum
Malcolm Brogdon,Virginia,2016,2,36,E8,True,ACC
Kentavious Caldwell-Pope,Georgia,2013,1,8,Unranked,False,SEC
Kelly Oubre Jr.,Kansas,2015,1,15,R32,True,B12
Kelly Olynyk,Gonzaga,2013,1,13,R32,True,WCC
Karl-Anthony Towns,Kentucky,2015,1,1,F4,True,SEC
Kadeem Allen,Arizona,2017,2,53,S16,True,P12
Kevon Looney,UCLA,2015,1,30,S16,True,P12
Justise Winslow,Duke,2015,1,10,Champions,True,ACC
Justin Jackson,North Carolina,2017,1,15,Champions,True,ACC
Justin Anderson,Virginia,2015,1,21,R32,True,ACC
Julius Randle,Kentucky,2014,1,7,2ND,True,SEC
Josh Richardson,Tennessee,2015,2,40,Unranked,False,SEC
Josh Jackson,Kansas,2017,1,4,E8,True,B12
Josh Huestis,Stanford,2014,1,29,S16,True,P12
Josh Hart,Villanova,2017,1,30,R32,True,BE
OG Anunoby,Indiana,2017,1,23,Unranked,False,B10
Justin Patton,Creighton,2017,1,16,R64,True,BE
Malachi Richardson,Syracuse,2016,1,22,F4,True,ACC
Luke Kennard,Duke,2017,1,12,R32,True,ACC
Lorenzo Brown,North Carolina State,2013,2,52,R64,True,ACC
Lonzo Ball,UCLA,2017,1,2,S16,True,P12
Lauri Markkanen,Arizona,2017,1,7,S16,True,P12
Larry Nance Jr.,Wyoming,2015,1,27,R64,True,MWC
Kyle Kuzma,Utah,2017,1,27,Unranked,False,P12
Kyle Anderson,UCLA,2014,1,30,S16,True,P12
Kris Dunn,Providence,2016,1,5,R32,True,BE
Wes Iwundu,Kansas State,2017,2,33,R64,True,B12
Trey Lyles,Kentucky,2015,1,12,F4,True,SEC
Trey Burke,Michigan,2013,1,9,2ND,True,B10
Tony Snell, ,2013,1,20,Unranked,False,Unranked / Non-NCAA
Tyler Dorsey,Oregon,2017,2,41,F4,True,P12
Tony Bradley,North Carolina,2017,1,28,Champions,True,ACC
Tim Hardaway Jr.,Michigan,2013,1,24,2ND,True,B10
Thomas Bryant,Indiana,2017,2,42,Unranked,False,B10
Terry Rozier,Louisville,2015,1,16,E8,True,BE
Taurean Prince,Baylor,2016,1,12,R64,True,B12
Tyler Ennis,Syracuse,2014,1,18,R32,True,ACC
Tyler Lydon,Syracuse,2017,1,24,Unranked,False,ACC
Zach LaVine,UCLA,2014,1,13,S16,True,P12
Zach Collins,Gonzaga,2017,1,10,2ND,True,WCC
Willie Cauley-Stein,Kentucky,2015,1,6,F4,True,SEC
Wade Baldwin IV,Vanderbilt,2016,1,17,R68,True,SEC
Victor Oladipo,Indiana,2013,1,2,S16,True,B10
Tyus Jones,Duke,2015,1,24,Champions,True,ACC
Tyrone Wallace,California,2016,2,60,R64,True,P12
Tyler Ulis,Kentucky,2016,2,34,R32,True,SEC
TJ Leaf,UCLA,2017,1,18,S16,True,P12
Richaun Holmes,Bowling Green,2015,2,37,Unranked,False,Unranked / Non-NCAA
Reggie Bullock,North Carolina,2013,1,25,R32,True,ACC
Rashad Vaughn,Nevada-Las Vegas,2015,1,17,Unranked,False,Unranked / Non-NCAA
RJ Hunter,Georgia State,2015,1,28,R32,True,SB
Patrick McCaw,UNLV,2016,2,38,Unranked,False,MWC
Pat Connaughton,Notre Dame,2015,2,41,E8,True,ACC
Pascal Siakam,New Mexico State,2016,1,27,Unranked,False,WAC
Otto Porter Jr.,Georgetown,2013,1,3,R64,True,BE
Rodney Hood,Duke,2014,1,23,R64,True,ACC
T.J. Warren,North Carolina State,2014,1,14,R64,True,ACC
Steven Adams,Pittsburgh,2013,1,12,R64,True,ACC
Sterling Brown,Southern Methodist,2017,2,46,Unranked,False,Unranked / Non-NCAA
Stanley Johnson,Arizona,2015,1,8,E8,True,P12
Spencer Dinwiddie,Colorado,2014,2,38,R64,True,P12
Solomon Hill,Arizona,2013,1,23,S16,True,P12
Skal Labissiere,Kentucky,2016,1,28,R32,True,SEC
Sindarius Thornwell,South Carolina,2017,2,48,F4,True,SEC
Shane Larkin,Miami,2013,1,18,Unranked,False,Unranked / Non-NCAA
Shabazz Napier,Connecticut,2014,1,24,Champions,True,Amer
Semi Ojeleye,Southern Methodist,2017,2,37,Unranked,False,Unranked / Non-NCAA
Sam Dekker,Wisconsin,2015,1,18,2ND,True,B10
Rondae Hollis-Jefferson,Arizona,2015,1,23,E8,True,P12
Shabazz Muhammad,California-Los Angeles,2013,1,14,Unranked,False,Unranked / Non-NCAA
Edmond Sumner,Xavier,2017,2,52,E8,True,BE
Daniel Hamilton,Connecticut,2016,2,56,R32,True,Amer
Damyean Dotson,Houston,2017,2,44,Unranked,False,Amer
